model,eval,rung,train,method,family,prr_mean,prr_std,n_seeds,degenerate_seeds,source,method_cells,complete_grid
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore:319,wmsp_shrink1_5,this project,0.6095215398303531,0.011340296428718,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa:1724,floor_sum,reference baseline,0.2821,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa:1724,floor_ppl,reference baseline,0.326,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa:1724,floor_min,reference baseline,0.4283,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa:1724,fair_floor,reference baseline,0.4283,0.0,0,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa:1724,saplma,reference baseline,0.4709,0.0328,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa:1724,uniform,this project,0.2892,0.0093,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa:1724,attention,this project,0.3039,0.0306,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa:1724,wmsp_norm,this project,0.1518,0.0832,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa:1724,wmsp_seg_flat,this project,0.2601,0.016,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa:1724,wmsp_seg_softmax,this project,0.2103,0.0064,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa:1724,wmsp_shrink2,this project,0.3998,0.0621,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa:1724,wmsp_shrink10,this project,0.3941,0.0095,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa:1724,wmsp_blondel,this project,0.2658,0.0247,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa:1724,wmsp_shrink2_blondel,this project,0.3767,0.0129,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa:1724,wmsp_shrink10_blondel,this project,0.348,0.0013,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa:1724,ptrue,reference baseline,0.2758,0.0047,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa:1724,lookback,reference baseline,0.131,0.0168,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa:1724,VERDICT:bestw_vs_fairfloor,verdict,-0.0094,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa:1724,VERDICT:bestw_vs_bestpooler,verdict,0.1109,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa:1724,VERDICT:attention_vs_fairfloor,verdict,-0.1203,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,SameTask-long,expertqa:1724,wmsp_shrink1_5,this project,0.3811301800763578,0.0559012686392588,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa:1800,floor_sum,reference baseline,0.2821,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa:1800,floor_ppl,reference baseline,0.326,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa:1800,floor_min,reference baseline,0.4283,0.0,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa:1800,fair_floor,reference baseline,0.4283,0.0,0,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa:1800,saplma,reference baseline,0.3048,0.0143,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa:1800,uniform,this project,0.2643,0.0052,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa:1800,attention,this project,0.2557,0.0156,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa:1800,wmsp_norm,this project,0.1815,0.0265,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa:1800,wmsp_seg_flat,this project,0.3234,0.0235,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa:1800,wmsp_seg_softmax,this project,0.4272,0.0125,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink2,this project,0.3515,0.0105,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink10,this project,0.3197,0.0112,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa:1800,wmsp_blondel,this project,0.2036,0.0667,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink2_blondel,this project,0.3352,0.0077,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink10_blondel,this project,0.3375,0.0017,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa:1800,ptrue,reference baseline,0.1881,0.0938,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa:1800,lookback,reference baseline,0.0027,0.0048,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa:1800,VERDICT:bestw_vs_fairfloor,verdict,0.0145,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa:1800,VERDICT:bestw_vs_bestpooler,verdict,0.1859,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa:1800,VERDICT:attention_vs_fairfloor,verdict,-0.1709,,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa:1800,wmsp_shrink1_5,this project,0.354350881000364,0.0053004861372272,3,,corrected-span master,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,1ds-Diff-long,pubmed_qa,hbo,published baseline,-0.084844,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,1ds-Diff-long,pubmed_qa,huq_satmd_mid,published baseline,-0.006087,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,1ds-Diff-long,pubmed_qa,md_mean_mid,published baseline,0.185614,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,1ds-Diff-long,pubmed_qa,satmd_mid,published baseline,0.185614,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa,hbo,published baseline,0.143797,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa,huq_satmd_mid,published baseline,0.089217,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa,md_mean_mid,published baseline,-0.055985,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,1ds-Diff-long,pubmed_qa,satmd_mid,published baseline,-0.055985,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa,hbo,published baseline,0.282102,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa,huq_satmd_mid,published baseline,0.294215,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa,md_mean_mid,published baseline,0.063873,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,1ds-Diff-long,pubmed_qa,satmd_mid,published baseline,0.063873,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa,hbo,published baseline,-0.133384,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa,huq_satmd_mid,published baseline,-0.185866,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa,md_mean_mid,published baseline,-0.246519,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,1ds-Diff-long,pubmed_qa,satmd_mid,published baseline,-0.246519,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,1ds-Diff-long,pubmed_qa,hbo,published baseline,-0.204913,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,1ds-Diff-long,pubmed_qa,huq_satmd_mid,published baseline,-0.18709,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,1ds-Diff-long,pubmed_qa,md_mean_mid,published baseline,-0.146972,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,1ds-Diff-long,pubmed_qa,satmd_mid,published baseline,-0.146972,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum,hbo,published baseline,0.148285,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum,huq_satmd_mid,published baseline,0.037969,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum,md_mean_mid,published baseline,0.139168,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,1ds-Diff-long,xsum,satmd_mid,published baseline,0.007564,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum,hbo,published baseline,-0.137667,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum,huq_satmd_mid,published baseline,0.013886,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum,md_mean_mid,published baseline,-0.163419,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,1ds-Diff-long,xsum,satmd_mid,published baseline,0.045547,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum,hbo,published baseline,0.201819,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum,huq_satmd_mid,published baseline,0.275809,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum,md_mean_mid,published baseline,-0.191357,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,1ds-Diff-long,xsum,satmd_mid,published baseline,0.059206,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,DiffTask-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa,hbo,published baseline,0.161812,0.002348,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,DiffTask-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa,huq_satmd_mid,published baseline,0.097916,0.065879,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,DiffTask-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa,md_mean_mid,published baseline,-0.11936,0.006466,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,DiffTask-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa,satmd_mid,published baseline,-0.11936,0.006466,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,DiffTask-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa,hbo,published baseline,0.266882,0.004554,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,DiffTask-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa,huq_satmd_mid,published baseline,0.304252,0.024787,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,DiffTask-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa,md_mean_mid,published baseline,0.365663,0.023476,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,DiffTask-long,pubmed_qa+xsum+cnn_dailymail+med_quad+samsum+asqa,satmd_mid,published baseline,0.365663,0.023476,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,hbo,published baseline,-0.084844,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,huq_satmd_mid,published baseline,-0.080164,0.006618,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,md_mean_mid,published baseline,-0.027081,0.020177,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,satmd_mid,published baseline,-0.027081,0.020177,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,hbo,published baseline,-0.133384,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,huq_satmd_mid,published baseline,-0.137587,0.005944,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,md_mean_mid,published baseline,-0.146763,0.006285,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,satmd_mid,published baseline,-0.146763,0.006285,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,hbo,published baseline,-0.204903,1.9e-05,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,huq_satmd_mid,published baseline,-0.212554,0.010807,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,md_mean_mid,published baseline,-0.177764,0.002072,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,DiffTask-long,pubmed_qa+med_quad+expertqa+asqa+factscore,satmd_mid,published baseline,-0.177764,0.002072,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,hbo,published baseline,0.149068,0.00396,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,huq_satmd_mid,published baseline,-0.073489,0.014185,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,md_mean_mid,published baseline,0.049614,0.008963,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,satmd_mid,published baseline,-0.078757,0.01069,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,hbo,published baseline,-0.137655,1.7e-05,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,huq_satmd_mid,published baseline,-0.219932,0.006539,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,md_mean_mid,published baseline,0.171374,0.019931,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,satmd_mid,published baseline,-0.166397,0.014215,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,hbo,published baseline,0.215687,0.001499,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,huq_satmd_mid,published baseline,-0.151471,0.090015,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,md_mean_mid,published baseline,0.024198,0.014893,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,DiffTask-long,xsum+cnn_dailymail+samsum+expertqa+factscore,satmd_mid,published baseline,-0.259164,0.017841,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa,hbo,published baseline,0.401969,0.011463,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa,huq_satmd_mid,published baseline,0.17734,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa,md_mean_mid,published baseline,0.216356,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,asqa,ID,asqa,satmd_mid,published baseline,0.216356,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,ID,cnn_dailymail,hbo,published baseline,-0.019303,0.001061,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,ID,cnn_dailymail,huq_satmd_mid,published baseline,-0.025194,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,ID,cnn_dailymail,md_mean_mid,published baseline,-0.102147,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,cnn_dailymail,ID,cnn_dailymail,satmd_mid,published baseline,0.010093,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa,hbo,published baseline,0.192575,0.005355,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa,huq_satmd_mid,published baseline,0.33406,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa,md_mean_mid,published baseline,0.060413,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,expertqa,ID,expertqa,satmd_mid,published baseline,0.060413,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore,hbo,published baseline,0.558942,0.004193,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore,huq_satmd_mid,published baseline,0.325919,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore,md_mean_mid,published baseline,0.309949,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,factscore,ID,factscore,satmd_mid,published baseline,0.309949,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad,hbo,published baseline,0.083655,0.009509,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad,huq_satmd_mid,published baseline,-0.083618,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad,md_mean_mid,published baseline,-0.104589,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,med_quad,ID,med_quad,satmd_mid,published baseline,-0.104589,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa,hbo,published baseline,0.229569,0.007665,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa,huq_satmd_mid,published baseline,0.425765,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa,md_mean_mid,published baseline,0.331093,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,pubmed_qa,ID,pubmed_qa,satmd_mid,published baseline,0.331093,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,ID,samsum,hbo,published baseline,0.006505,0.002568,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,ID,samsum,huq_satmd_mid,published baseline,-0.076859,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,ID,samsum,md_mean_mid,published baseline,0.075075,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,ID,samsum,satmd_mid,published baseline,-0.058581,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum,hbo,published baseline,-0.022077,0.001592,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum,huq_satmd_mid,published baseline,0.039553,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum,md_mean_mid,published baseline,-0.080118,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,ID,xsum,satmd_mid,published baseline,0.054762,0.0,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,LOO-long,pubmed_qa+cnn_dailymail+med_quad+samsum+expertqa+asqa+factscore,hbo,published baseline,-0.159299,0.001467,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,LOO-long,pubmed_qa+cnn_dailymail+med_quad+samsum+expertqa+asqa+factscore,huq_satmd_mid,published baseline,-0.229351,0.002598,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,LOO-long,pubmed_qa+cnn_dailymail+med_quad+samsum+expertqa+asqa+factscore,md_mean_mid,published baseline,-0.215111,0.005839,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,xsum,LOO-long,pubmed_qa+cnn_dailymail+med_quad+samsum+expertqa+asqa+factscore,satmd_mid,published baseline,-0.215111,0.005839,3,0,published baselines,40,yes
meta-llama/Meta-Llama-3.1-8B,samsum,LOO-long,pubmed_qa+xsum+cnn_dailymail+med_quad+expertqa+asqa+factscore,hbo,published baseline,-0.118939,0.001785,3,0,published baselines,40,yes
